"Area","MTU","Solar - Actual Aggregated [MW] (D - 1)","Solar - Actual Aggregated [MW] (D)"
"BZN|ES","13.05.2022 05:00 - 13.05.2022 06:00 (CET/CEST)","33","155"
"BZN|ES","13.05.2022 06:00 - 13.05.2022 07:00 (CET/CEST)","33","59"
"BZN|ES","13.05.2022 07:00 - 13.05.2022 08:00 (CET/CEST)","633","381"
"BZN|ES","13.05.2022 08:00 - 13.05.2022 09:00 (CET/CEST)","4122","2177"
"BZN|ES","13.05.2022 09:00 - 13.05.2022 10:00 (CET/CEST)","8897","5364"
"BZN|ES","13.05.2022 10:00 - 13.05.2022 11:00 (CET/CEST)","12086","7999"
"BZN|ES","13.05.2022 11:00 - 13.05.2022 12:00 (CET/CEST)","13172","10032"
"BZN|ES","13.05.2022 12:00 - 13.05.2022 13:00 (CET/CEST)","13534","11016"
"BZN|ES","13.05.2022 13:00 - 13.05.2022 14:00 (CET/CEST)","13666","11586"
"BZN|ES","13.05.2022 14:00 - 13.05.2022 15:00 (CET/CEST)","13697","11744"
"BZN|ES","13.05.2022 15:00 - 13.05.2022 16:00 (CET/CEST)","13415","11632"
"BZN|ES","13.05.2022 16:00 - 13.05.2022 17:00 (CET/CEST)","12761","10984"
"BZN|ES","13.05.2022 17:00 - 13.05.2022 18:00 (CET/CEST)","11628","9996"
"BZN|ES","13.05.2022 18:00 - 13.05.2022 19:00 (CET/CEST)","9360","8357"
"BZN|ES","13.05.2022 19:00 - 13.05.2022 20:00 (CET/CEST)","5517","5445"
"BZN|ES","13.05.2022 20:00 - 13.05.2022 21:00 (CET/CEST)","1799","2067"
"BZN|ES","13.05.2022 21:00 - 13.05.2022 22:00 (CET/CEST)","672","580"
"BZN|ES","13.05.2022 22:00 - 13.05.2022 23:00 (CET/CEST)","614","479"
"BZN|ES","13.05.2022 23:00 - 14.05.2022 00:00 (CET/CEST)","618","385"
"BZN|ES","15.05.2022 00:00 - 15.05.2022 01:00 (CET/CEST)","293","146"
"BZN|ES","15.05.2022 01:00 - 15.05.2022 02:00 (CET/CEST)","186","111"
"BZN|ES","15.05.2022 02:00 - 15.05.2022 03:00 (CET/CEST)","78","69"
"BZN|ES","15.05.2022 03:00 - 15.05.2022 04:00 (CET/CEST)","38","70"
"BZN|ES","15.05.2022 04:00 - 15.05.2022 05:00 (CET/CEST)","38","69"
"BZN|ES","15.05.2022 05:00 - 15.05.2022 06:00 (CET/CEST)","38","66"
"BZN|ES","15.05.2022 06:00 - 15.05.2022 07:00 (CET/CEST)","38","44"
"BZN|ES","15.05.2022 07:00 - 15.05.2022 08:00 (CET/CEST)","484","624"
"BZN|ES","15.05.2022 08:00 - 15.05.2022 09:00 (CET/CEST)","2908","3604"
"BZN|ES","15.05.2022 09:00 - 15.05.2022 10:00 (CET/CEST)","6527","7742"
"BZN|ES","15.05.2022 10:00 - 15.05.2022 11:00 (CET/CEST)","8844","11052"
"BZN|ES","15.05.2022 11:00 - 15.05.2022 12:00 (CET/CEST)","10115","12757"
"BZN|ES","15.05.2022 12:00 - 15.05.2022 13:00 (CET/CEST)","10755","13581"
"BZN|ES","15.05.2022 13:00 - 15.05.2022 14:00 (CET/CEST)","11081","13821"
"BZN|ES","15.05.2022 14:00 - 15.05.2022 15:00 (CET/CEST)","11321","13818"
"BZN|ES","15.05.2022 15:00 - 15.05.2022 16:00 (CET/CEST)","10857","13452"
"BZN|ES","15.05.2022 16:00 - 15.05.2022 17:00 (CET/CEST)","10063","12709"
"BZN|ES","15.05.2022 17:00 - 15.05.2022 18:00 (CET/CEST)","9135","11816"
"BZN|ES","15.05.2022 18:00 - 15.05.2022 19:00 (CET/CEST)","7954","10392"
"BZN|ES","15.05.2022 19:00 - 15.05.2022 20:00 (CET/CEST)","5739","7396"
"BZN|ES","15.05.2022 20:00 - 15.05.2022 21:00 (CET/CEST)","2606","2958"
"BZN|ES","15.05.2022 21:00 - 15.05.2022 22:00 (CET/CEST)","828","859"
"BZN|ES","15.05.2022 22:00 - 15.05.2022 23:00 (CET/CEST)","429","608"
"BZN|ES","15.05.2022 23:00 - 16.05.2022 00:00 (CET/CEST)","235","591"
"BZN|ES","17.05.2022 00:00 - 17.05.2022 01:00 (CET/CEST)","591","557"
"BZN|ES","17.05.2022 01:00 - 17.05.2022 02:00 (CET/CEST)","589","570"
"BZN|ES","17.05.2022 02:00 - 17.05.2022 03:00 (CET/CEST)","575","569"
"BZN|ES","17.05.2022 03:00 - 17.05.2022 04:00 (CET/CEST)","484","567"
"BZN|ES","17.05.2022 04:00 - 17.05.2022 05:00 (CET/CEST)","450","514"
"BZN|ES","17.05.2022 05:00 - 17.05.2022 06:00 (CET/CEST)","346","391"
"BZN|ES","17.05.2022 06:00 - 17.05.2022 07:00 (CET/CEST)","228","255"
"BZN|ES","17.05.2022 07:00 - 17.05.2022 08:00 (CET/CEST)","885","850"
"BZN|ES","17.05.2022 08:00 - 17.05.2022 09:00 (CET/CEST)","4467","4277"
"BZN|ES","17.05.2022 09:00 - 17.05.2022 10:00 (CET/CEST)","9404","8754"
"BZN|ES","17.05.2022 10:00 - 17.05.2022 11:00 (CET/CEST)","12025","11579"
"BZN|ES","17.05.2022 11:00 - 17.05.2022 12:00 (CET/CEST)","13106","12552"
"BZN|ES","17.05.2022 12:00 - 17.05.2022 13:00 (CET/CEST)","13560","12818"
"BZN|ES","17.05.2022 13:00 - 17.05.2022 14:00 (CET/CEST)","13527","13069"
"BZN|ES","17.05.2022 14:00 - 17.05.2022 15:00 (CET/CEST)","13453","13080"
"BZN|ES","17.05.2022 15:00 - 17.05.2022 16:00 (CET/CEST)","13179","12501"
"BZN|ES","17.05.2022 16:00 - 17.05.2022 17:00 (CET/CEST)","12682","11453"
"BZN|ES","17.05.2022 17:00 - 17.05.2022 18:00 (CET/CEST)","11939","10009"
"BZN|ES","17.05.2022 18:00 - 17.05.2022 19:00 (CET/CEST)","10475","8215"
"BZN|ES","17.05.2022 19:00 - 17.05.2022 20:00 (CET/CEST)","7297","5219"
"BZN|ES","17.05.2022 20:00 - 17.05.2022 21:00 (CET/CEST)","2958","2108"
"BZN|ES","17.05.2022 21:00 - 17.05.2022 22:00 (CET/CEST)","810","739"
"BZN|ES","17.05.2022 22:00 - 17.05.2022 23:00 (CET/CEST)","614","559"
"BZN|ES","17.05.2022 23:00 - 18.05.2022 00:00 (CET/CEST)","561","403"
"BZN|ES","19.05.2022 00:00 - 19.05.2022 01:00 (CET/CEST)","375","104"
"BZN|ES","19.05.2022 01:00 - 19.05.2022 02:00 (CET/CEST)","288","103"
"BZN|ES","19.05.2022 02:00 - 19.05.2022 03:00 (CET/CEST)","255","94"
"BZN|ES","19.05.2022 03:00 - 19.05.2022 04:00 (CET/CEST)","161","35"
"BZN|ES","19.05.2022 04:00 - 19.05.2022 05:00 (CET/CEST)","141","35"
"BZN|ES","19.05.2022 05:00 - 19.05.2022 06:00 (CET/CEST)","127","36"
"BZN|ES","19.05.2022 06:00 - 19.05.2022 07:00 (CET/CEST)","61","37"
"BZN|ES","19.05.2022 07:00 - 19.05.2022 08:00 (CET/CEST)","709","571"
"BZN|ES","19.05.2022 08:00 - 19.05.2022 09:00 (CET/CEST)","4141","3156"
"BZN|ES","19.05.2022 09:00 - 19.05.2022 10:00 (CET/CEST)","8297","6141"
"BZN|ES","19.05.2022 10:00 - 19.05.2022 11:00 (CET/CEST)","11157","8215"
"BZN|ES","19.05.2022 11:00 - 19.05.2022 12:00 (CET/CEST)","12415","9925"
"BZN|ES","19.05.2022 12:00 - 19.05.2022 13:00 (CET/CEST)","12857","11138"
"BZN|ES","19.05.2022 13:00 - 19.05.2022 14:00 (CET/CEST)","12859","11205"
"BZN|ES","19.05.2022 14:00 - 19.05.2022 15:00 (CET/CEST)","12549","10993"
"BZN|ES","19.05.2022 15:00 - 19.05.2022 16:00 (CET/CEST)","11819","10279"
"BZN|ES","19.05.2022 16:00 - 19.05.2022 17:00 (CET/CEST)","11040","9107"
"BZN|ES","19.05.2022 17:00 - 19.05.2022 18:00 (CET/CEST)","9742","7527"
"BZN|ES","19.05.2022 18:00 - 19.05.2022 19:00 (CET/CEST)","7653","5391"
"BZN|ES","19.05.2022 19:00 - 19.05.2022 20:00 (CET/CEST)","4518","3043"
"BZN|ES","19.05.2022 20:00 - 19.05.2022 21:00 (CET/CEST)","1669","931"
"BZN|ES","19.05.2022 21:00 - 19.05.2022 22:00 (CET/CEST)","509","79"
"BZN|ES","19.05.2022 22:00 - 19.05.2022 23:00 (CET/CEST)","392","41"
"BZN|ES","19.05.2022 23:00 - 20.05.2022 00:00 (CET/CEST)","212","37"
"BZN|ES","21.05.2022 00:00 - 21.05.2022 01:00 (CET/CEST)","10","15"
"BZN|ES","21.05.2022 01:00 - 21.05.2022 02:00 (CET/CEST)","10","15"
"BZN|ES","21.05.2022 02:00 - 21.05.2022 03:00 (CET/CEST)","13","15"
"BZN|ES","21.05.2022 03:00 - 21.05.2022 04:00 (CET/CEST)","13","16"
"BZN|ES","21.05.2022 04:00 - 21.05.2022 05:00 (CET/CEST)","13","16"
"BZN|ES","21.05.2022 05:00 - 21.05.2022 06:00 (CET/CEST)","13","16"
"BZN|ES","21.05.2022 06:00 - 21.05.2022 07:00 (CET/CEST)","15","18"
"BZN|ES","21.05.2022 07:00 - 21.05.2022 08:00 (CET/CEST)","600","479"
"BZN|ES","21.05.2022 08:00 - 21.05.2022 09:00 (CET/CEST)","2976","2461"
"BZN|ES","21.05.2022 09:00 - 21.05.2022 10:00 (CET/CEST)","5368","3961"
"BZN|ES","21.05.2022 10:00 - 21.05.2022 11:00 (CET/CEST)","7196","5454"
"BZN|ES","21.05.2022 11:00 - 21.05.2022 12:00 (CET/CEST)","8521","6933"
"BZN|ES","21.05.2022 12:00 - 21.05.2022 13:00 (CET/CEST)","9125","7849"
"BZN|ES","21.05.2022 13:00 - 21.05.2022 14:00 (CET/CEST)","9496","8408"
"BZN|ES","21.05.2022 14:00 - 21.05.2022 15:00 (CET/CEST)","9444","9157"
"BZN|ES","21.05.2022 15:00 - 21.05.2022 16:00 (CET/CEST)","9851","9323"
"BZN|ES","21.05.2022 16:00 - 21.05.2022 17:00 (CET/CEST)","8703","8704"
"BZN|ES","21.05.2022 17:00 - 21.05.2022 18:00 (CET/CEST)","6826","8187"
"BZN|ES","21.05.2022 18:00 - 21.05.2022 19:00 (CET/CEST)","5051","7640"
"BZN|ES","21.05.2022 19:00 - 21.05.2022 20:00 (CET/CEST)","2723","5862"
"BZN|ES","21.05.2022 20:00 - 21.05.2022 21:00 (CET/CEST)","867","2420"
"BZN|ES","21.05.2022 21:00 - 21.05.2022 22:00 (CET/CEST)","51","396"
"BZN|ES","21.05.2022 22:00 - 21.05.2022 23:00 (CET/CEST)","14","95"
"BZN|ES","21.05.2022 23:00 - 22.05.2022 00:00 (CET/CEST)","15","53"
"BZN|ES","23.05.2022 00:00 - 23.05.2022 01:00 (CET/CEST)","60","508"
"BZN|ES","23.05.2022 01:00 - 23.05.2022 02:00 (CET/CEST)","62","508"
"BZN|ES","23.05.2022 02:00 - 23.05.2022 02:15 (CET/CEST)","40","508"
"BZN|ES","23.05.2022 02:15 - 23.05.2022 02:30 (CET/CEST)","40","508"
"BZN|ES","23.05.2022 02:30 - 23.05.2022 02:45 (CET/CEST)","40","480"
"BZN|ES","23.05.2022 02:45 - 23.05.2022 03:00 (CET/CEST)","40","480"
"BZN|ES","23.05.2022 03:00 - 23.05.2022 03:15 (CET/CEST)","40","480"
"BZN|ES","23.05.2022 03:15 - 23.05.2022 03:30 (CET/CEST)","40","480"
"BZN|ES","23.05.2022 03:30 - 23.05.2022 03:45 (CET/CEST)","40","453"
"BZN|ES","23.05.2022 03:45 - 23.05.2022 04:00 (CET/CEST)","40","453"
"BZN|ES","23.05.2022 04:00 - 23.05.2022 04:15 (CET/CEST)","40","453"
"BZN|ES","23.05.2022 04:15 - 23.05.2022 04:30 (CET/CEST)","40","453"
"BZN|ES","23.05.2022 04:30 - 23.05.2022 04:45 (CET/CEST)","40","371"
"BZN|ES","23.05.2022 04:45 - 23.05.2022 05:00 (CET/CEST)","40","371"
"BZN|ES","23.05.2022 05:00 - 23.05.2022 05:15 (CET/CEST)","40","371"
"BZN|ES","23.05.2022 05:15 - 23.05.2022 05:30 (CET/CEST)","40","371"
"BZN|ES","23.05.2022 05:30 - 23.05.2022 05:45 (CET/CEST)","40","310"
"BZN|ES","23.05.2022 05:45 - 23.05.2022 06:00 (CET/CEST)","40","310"
"BZN|ES","23.05.2022 06:00 - 23.05.2022 06:15 (CET/CEST)","42","310"
"BZN|ES","23.05.2022 06:15 - 23.05.2022 06:30 (CET/CEST)","42","310"
"BZN|ES","23.05.2022 06:30 - 23.05.2022 06:45 (CET/CEST)","42","204"
"BZN|ES","23.05.2022 06:45 - 23.05.2022 07:00 (CET/CEST)","42","204"
"BZN|ES","23.05.2022 07:00 - 23.05.2022 07:15 (CET/CEST)","754","204"
"BZN|ES","23.05.2022 07:15 - 23.05.2022 07:30 (CET/CEST)","754","204"
"BZN|ES","23.05.2022 07:30 - 23.05.2022 07:45 (CET/CEST)","754","166"
"BZN|ES","23.05.2022 07:45 - 23.05.2022 08:00 (CET/CEST)","754","166"
"BZN|ES","23.05.2022 08:00 - 23.05.2022 08:15 (CET/CEST)","3739","166"
"BZN|ES","23.05.2022 08:15 - 23.05.2022 08:30 (CET/CEST)","3739","166"
"BZN|ES","23.05.2022 08:30 - 23.05.2022 08:45 (CET/CEST)","3739","824"
"BZN|ES","23.05.2022 08:45 - 23.05.2022 09:00 (CET/CEST)","3739","824"
"BZN|ES","23.05.2022 09:00 - 23.05.2022 09:15 (CET/CEST)","6953","824"
"BZN|ES","23.05.2022 09:15 - 23.05.2022 09:30 (CET/CEST)","6953","824"
"BZN|ES","23.05.2022 09:30 - 23.05.2022 09:45 (CET/CEST)","6953","4293"
"BZN|ES","23.05.2022 09:45 - 23.05.2022 10:00 (CET/CEST)","6953","4293"
"BZN|ES","23.05.2022 10:00 - 23.05.2022 10:15 (CET/CEST)","9769","4293"
"BZN|ES","23.05.2022 10:15 - 23.05.2022 10:30 (CET/CEST)","9769","4293"
"BZN|ES","23.05.2022 10:30 - 23.05.2022 10:45 (CET/CEST)","9769","8610"
"BZN|ES","23.05.2022 10:45 - 23.05.2022 11:00 (CET/CEST)","9769","8610"
"BZN|ES","23.05.2022 11:00 - 23.05.2022 11:15 (CET/CEST)","11905","8268"
"BZN|ES","23.05.2022 11:15 - 23.05.2022 11:30 (CET/CEST)","11905","9300"
"BZN|ES","23.05.2022 11:30 - 23.05.2022 11:45 (CET/CEST)","11905","9856"
"BZN|ES","23.05.2022 11:45 - 23.05.2022 12:00 (CET/CEST)","11905","10248"
"BZN|ES","23.05.2022 12:00 - 23.05.2022 12:15 (CET/CEST)","12922","10636"
"BZN|ES","23.05.2022 12:15 - 23.05.2022 12:30 (CET/CEST)","12922","11216"
"BZN|ES","23.05.2022 12:30 - 23.05.2022 12:45 (CET/CEST)","12922","11344"
"BZN|ES","23.05.2022 12:45 - 23.05.2022 13:00 (CET/CEST)","12922","11480"
"BZN|ES","23.05.2022 13:00 - 23.05.2022 13:15 (CET/CEST)","13488","11332"
"BZN|ES","23.05.2022 13:15 - 23.05.2022 13:30 (CET/CEST)","13488","11128"
"BZN|ES","23.05.2022 13:30 - 23.05.2022 13:45 (CET/CEST)","13488","11048"
"BZN|ES","23.05.2022 13:45 - 23.05.2022 14:00 (CET/CEST)","13488","11692"
"BZN|ES","23.05.2022 14:00 - 23.05.2022 14:15 (CET/CEST)","13356","11688"
"BZN|ES","23.05.2022 14:15 - 23.05.2022 14:30 (CET/CEST)","13356","11960"
"BZN|ES","23.05.2022 14:30 - 23.05.2022 14:45 (CET/CEST)","13356","11756"
"BZN|ES","23.05.2022 14:45 - 23.05.2022 15:00 (CET/CEST)","13356","11556"
"BZN|ES","23.05.2022 15:00 - 23.05.2022 15:15 (CET/CEST)","12945","11208"
"BZN|ES","23.05.2022 15:15 - 23.05.2022 15:30 (CET/CEST)","12945","10944"
"BZN|ES","23.05.2022 15:30 - 23.05.2022 15:45 (CET/CEST)","12945","10768"
"BZN|ES","23.05.2022 15:45 - 23.05.2022 16:00 (CET/CEST)","12945","10500"
"BZN|ES","23.05.2022 16:00 - 23.05.2022 16:15 (CET/CEST)","12525","10312"
"BZN|ES","23.05.2022 16:15 - 23.05.2022 16:30 (CET/CEST)","12525","10188"
"BZN|ES","23.05.2022 16:30 - 23.05.2022 16:45 (CET/CEST)","12525","10020"
"BZN|ES","23.05.2022 16:45 - 23.05.2022 17:00 (CET/CEST)","12525","9904"
"BZN|ES","23.05.2022 17:00 - 23.05.2022 17:15 (CET/CEST)","11659","9900"
"BZN|ES","23.05.2022 17:15 - 23.05.2022 17:30 (CET/CEST)","11659","9788"
"BZN|ES","23.05.2022 17:30 - 23.05.2022 17:45 (CET/CEST)","11659","9608"
"BZN|ES","23.05.2022 17:45 - 23.05.2022 18:00 (CET/CEST)","11659","9428"
"BZN|ES","23.05.2022 18:00 - 23.05.2022 18:15 (CET/CEST)","10104","9420"
"BZN|ES","23.05.2022 18:15 - 23.05.2022 18:30 (CET/CEST)","10104","9124"
"BZN|ES","23.05.2022 18:30 - 23.05.2022 18:45 (CET/CEST)","10104","8724"
"BZN|ES","23.05.2022 18:45 - 23.05.2022 19:00 (CET/CEST)","10104","8528"
"BZN|ES","23.05.2022 19:00 - 23.05.2022 19:15 (CET/CEST)","7104","8224"
"BZN|ES","23.05.2022 19:15 - 23.05.2022 19:30 (CET/CEST)","7104","7952"
"BZN|ES","23.05.2022 19:30 - 23.05.2022 19:45 (CET/CEST)","7104","7928"
"BZN|ES","23.05.2022 19:45 - 23.05.2022 20:00 (CET/CEST)","7104","7596"
"BZN|ES","23.05.2022 20:00 - 23.05.2022 20:15 (CET/CEST)","2833","6924"
"BZN|ES","23.05.2022 20:15 - 23.05.2022 20:30 (CET/CEST)","2833","6720"
"BZN|ES","23.05.2022 20:30 - 23.05.2022 20:45 (CET/CEST)","2833","6156"
"BZN|ES","23.05.2022 20:45 - 23.05.2022 21:00 (CET/CEST)","2833","6020"
"BZN|ES","23.05.2022 21:00 - 23.05.2022 21:15 (CET/CEST)","728","5492"
"BZN|ES","23.05.2022 21:15 - 23.05.2022 21:30 (CET/CEST)","728","4872"
"BZN|ES","23.05.2022 21:30 - 23.05.2022 21:45 (CET/CEST)","728","4188"
"BZN|ES","23.05.2022 21:45 - 23.05.2022 22:00 (CET/CEST)","728","3420"
"BZN|ES","23.05.2022 22:00 - 23.05.2022 22:15 (CET/CEST)","535","2572"
"BZN|ES","23.05.2022 22:15 - 23.05.2022 22:30 (CET/CEST)","535","2032"
"BZN|ES","23.05.2022 22:30 - 23.05.2022 22:45 (CET/CEST)","535","1480"
"BZN|ES","23.05.2022 22:45 - 23.05.2022 23:00 (CET/CEST)","535","1048"
"BZN|ES","23.05.2022 23:00 - 23.05.2022 23:15 (CET/CEST)","527","804"
"BZN|ES","23.05.2022 23:15 - 23.05.2022 23:30 (CET/CEST)","527","692"
"BZN|ES","23.05.2022 23:30 - 23.05.2022 23:45 (CET/CEST)","527","612"
"BZN|ES","23.05.2022 23:45 - 24.05.2022 00:00 (CET/CEST)","527","580"
"BZN|ES","25.05.2022 00:00 - 25.05.2022 00:15 (CET/CEST)","472","576"
"BZN|ES","25.05.2022 00:15 - 25.05.2022 00:30 (CET/CEST)","464","576"
"BZN|ES","25.05.2022 00:30 - 25.05.2022 00:45 (CET/CEST)","460","580"
"BZN|ES","25.05.2022 00:45 - 25.05.2022 01:00 (CET/CEST)","460","580"
"BZN|ES","25.05.2022 01:00 - 25.05.2022 01:15 (CET/CEST)","452","576"
"BZN|ES","25.05.2022 01:15 - 25.05.2022 01:30 (CET/CEST)","440","572"
"BZN|ES","25.05.2022 01:30 - 25.05.2022 01:45 (CET/CEST)","428","572"
"BZN|ES","25.05.2022 01:45 - 25.05.2022 02:00 (CET/CEST)","428","572"
"BZN|ES","25.05.2022 02:00 - 25.05.2022 02:15 (CET/CEST)","428","568"
"BZN|ES","25.05.2022 02:15 - 25.05.2022 02:30 (CET/CEST)","428","556"
"BZN|ES","25.05.2022 02:30 - 25.05.2022 02:45 (CET/CEST)","404","540"
"BZN|ES","25.05.2022 02:45 - 25.05.2022 03:00 (CET/CEST)","368","516"
"BZN|ES","25.05.2022 03:00 - 25.05.2022 03:15 (CET/CEST)","304","488"
"BZN|ES","25.05.2022 03:15 - 25.05.2022 03:30 (CET/CEST)","264","476"
"BZN|ES","25.05.2022 03:30 - 25.05.2022 03:45 (CET/CEST)","264","460"
"BZN|ES","25.05.2022 03:45 - 25.05.2022 04:00 (CET/CEST)","232","460"
"BZN|ES","25.05.2022 04:00 - 25.05.2022 04:15 (CET/CEST)","164","460"
"BZN|ES","25.05.2022 04:15 - 25.05.2022 04:30 (CET/CEST)","164","456"
"BZN|ES","25.05.2022 04:30 - 25.05.2022 04:45 (CET/CEST)","164","420"
"BZN|ES","25.05.2022 04:45 - 25.05.2022 05:00 (CET/CEST)","164","364"
"BZN|ES","25.05.2022 05:00 - 25.05.2022 05:15 (CET/CEST)","164","340"
"BZN|ES","25.05.2022 05:15 - 25.05.2022 05:30 (CET/CEST)","164","332"
"BZN|ES","25.05.2022 05:30 - 25.05.2022 05:45 (CET/CEST)","164","316"
"BZN|ES","25.05.2022 05:45 - 25.05.2022 06:00 (CET/CEST)","144","300"
"BZN|ES","25.05.2022 06:00 - 25.05.2022 06:15 (CET/CEST)","124","288"
"BZN|ES","25.05.2022 06:15 - 25.05.2022 06:30 (CET/CEST)","108","260"
"BZN|ES","25.05.2022 06:30 - 25.05.2022 06:45 (CET/CEST)","96","228"
"BZN|ES","25.05.2022 06:45 - 25.05.2022 07:00 (CET/CEST)","84","156"
"BZN|ES","25.05.2022 07:00 - 25.05.2022 07:15 (CET/CEST)","88","176"
"BZN|ES","25.05.2022 07:15 - 25.05.2022 07:30 (CET/CEST)","268","328"
"BZN|ES","25.05.2022 07:30 - 25.05.2022 07:45 (CET/CEST)","592","692"
"BZN|ES","25.05.2022 07:45 - 25.05.2022 08:00 (CET/CEST)","1148","1372"
"BZN|ES","25.05.2022 08:00 - 25.05.2022 08:15 (CET/CEST)","1868","2312"
"BZN|ES","25.05.2022 08:15 - 25.05.2022 08:30 (CET/CEST)","2612","3424"
"BZN|ES","25.05.2022 08:30 - 25.05.2022 08:45 (CET/CEST)","3396","4616"
"BZN|ES","25.05.2022 08:45 - 25.05.2022 09:00 (CET/CEST)","4268","5876"
"BZN|ES","25.05.2022 09:00 - 25.05.2022 09:15 (CET/CEST)","5188","7192"
"BZN|ES","25.05.2022 09:15 - 25.05.2022 09:30 (CET/CEST)","6268","8648"
"BZN|ES","25.05.2022 09:30 - 25.05.2022 09:45 (CET/CEST)","7344","9884"
"BZN|ES","25.05.2022 09:45 - 25.05.2022 10:00 (CET/CEST)","8172","10812"
"BZN|ES","25.05.2022 10:00 - 25.05.2022 10:15 (CET/CEST)","8780","11520"
"BZN|ES","25.05.2022 10:15 - 25.05.2022 10:30 (CET/CEST)","9412","12004"
"BZN|ES","25.05.2022 10:30 - 25.05.2022 10:45 (CET/CEST)","9984","12480"
"BZN|ES","25.05.2022 10:45 - 25.05.2022 11:00 (CET/CEST)","10576","12788"
"BZN|ES","25.05.2022 11:00 - 25.05.2022 11:15 (CET/CEST)","11280","13108"
"BZN|ES","25.05.2022 11:15 - 25.05.2022 11:30 (CET/CEST)","11684","13380"
"BZN|ES","25.05.2022 11:30 - 25.05.2022 11:45 (CET/CEST)","11988","13472"
"BZN|ES","25.05.2022 11:45 - 25.05.2022 12:00 (CET/CEST)","12304","13636"
"BZN|ES","25.05.2022 12:00 - 25.05.2022 12:15 (CET/CEST)","12604","13772"
"BZN|ES","25.05.2022 12:15 - 25.05.2022 12:30 (CET/CEST)","12548","13760"
"BZN|ES","25.05.2022 12:30 - 25.05.2022 12:45 (CET/CEST)","12664","13836"
"BZN|ES","25.05.2022 12:45 - 25.05.2022 13:00 (CET/CEST)","12880","13888"
"BZN|ES","25.05.2022 13:00 - 25.05.2022 13:15 (CET/CEST)","12884","14012"
"BZN|ES","25.05.2022 13:15 - 25.05.2022 13:30 (CET/CEST)","12856","13980"
"BZN|ES","25.05.2022 13:30 - 25.05.2022 13:45 (CET/CEST)","12972","14000"
"BZN|ES","25.05.2022 13:45 - 25.05.2022 14:00 (CET/CEST)","12980","13980"
"BZN|ES","25.05.2022 14:00 - 25.05.2022 14:15 (CET/CEST)","12980","13880"
"BZN|ES","25.05.2022 14:15 - 25.05.2022 14:30 (CET/CEST)","13016","13912"
"BZN|ES","25.05.2022 14:30 - 25.05.2022 14:45 (CET/CEST)","13104","13916"
"BZN|ES","25.05.2022 14:45 - 25.05.2022 15:00 (CET/CEST)","13052","13924"
"BZN|ES","25.05.2022 15:00 - 25.05.2022 15:15 (CET/CEST)","13040","13944"
"BZN|ES","25.05.2022 15:15 - 25.05.2022 15:30 (CET/CEST)","13000","13856"
"BZN|ES","25.05.2022 15:30 - 25.05.2022 15:45 (CET/CEST)","12948","13760"
"BZN|ES","25.05.2022 15:45 - 25.05.2022 16:00 (CET/CEST)","12592","13692"
"BZN|ES","25.05.2022 16:00 - 25.05.2022 16:15 (CET/CEST)","12712","13600"
"BZN|ES","25.05.2022 16:15 - 25.05.2022 16:30 (CET/CEST)","12656","13504"
"BZN|ES","25.05.2022 16:30 - 25.05.2022 16:45 (CET/CEST)","12660","13432"
"BZN|ES","25.05.2022 16:45 - 25.05.2022 17:00 (CET/CEST)","12556","13340"
"BZN|ES","25.05.2022 17:00 - 25.05.2022 17:15 (CET/CEST)","12364","13104"
"BZN|ES","25.05.2022 17:15 - 25.05.2022 17:30 (CET/CEST)","12264","12996"
"BZN|ES","25.05.2022 17:30 - 25.05.2022 17:45 (CET/CEST)","12108","12864"
"BZN|ES","25.05.2022 17:45 - 25.05.2022 18:00 (CET/CEST)","11824","12680"
"BZN|ES","25.05.2022 18:00 - 25.05.2022 18:15 (CET/CEST)","11684","12440"
"BZN|ES","25.05.2022 18:15 - 25.05.2022 18:30 (CET/CEST)","11656","12068"
"BZN|ES","25.05.2022 18:30 - 25.05.2022 18:45 (CET/CEST)","11432","11744"
"BZN|ES","25.05.2022 18:45 - 25.05.2022 19:00 (CET/CEST)","10988","11284"
"BZN|ES","25.05.2022 19:00 - 25.05.2022 19:15 (CET/CEST)","10424","10712"
"BZN|ES","25.05.2022 19:15 - 25.05.2022 19:30 (CET/CEST)","9868","10056"
"BZN|ES","25.05.2022 19:30 - 25.05.2022 19:45 (CET/CEST)","9056","9236"
"BZN|ES","25.05.2022 19:45 - 25.05.2022 20:00 (CET/CEST)","8012","8172"
"BZN|ES","25.05.2022 20:00 - 25.05.2022 20:15 (CET/CEST)","6856","6920"
"BZN|ES","25.05.2022 20:15 - 25.05.2022 20:30 (CET/CEST)","5508","5624"
"BZN|ES","25.05.2022 20:30 - 25.05.2022 20:45 (CET/CEST)","4256","4336"
"BZN|ES","25.05.2022 20:45 - 25.05.2022 21:00 (CET/CEST)","3076","3172"
"BZN|ES","25.05.2022 21:00 - 25.05.2022 21:15 (CET/CEST)","2076","2184"
"BZN|ES","25.05.2022 21:15 - 25.05.2022 21:30 (CET/CEST)","1352","1444"
"BZN|ES","25.05.2022 21:30 - 25.05.2022 21:45 (CET/CEST)","940","1064"
"BZN|ES","25.05.2022 21:45 - 25.05.2022 22:00 (CET/CEST)","764","888"
"BZN|ES","25.05.2022 22:00 - 25.05.2022 22:15 (CET/CEST)","656","768"
"BZN|ES","25.05.2022 22:15 - 25.05.2022 22:30 (CET/CEST)","612","712"
